Finn_bolig_endret
Boligtype;Eieform bolig;Soverom;Primærrom;Bruksareal;Etasje;Byggeår;Energimerking;Pris;URL;ID;Nybygg;Enhetsid;Solforhold;Utendørsareal;Tomteareal;Bruttoareal;Rom;Ant etasjer;Tomt;Renovert år;Areal;Boligselgerforsikring;Grunnflate;Festeavgift
Leilighet;Eier (Selveier);2;70;112;2;1953;;3100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238496161;238496161;0;;;;;;4;;;;;;;
Leilighet;Andel;1;65;68;1;1978;F - rød;2050000;https://www.finn.no/realestate/homes/ad.html?finnkode=238503399;238503399;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;51;51;1;2016;C - mørkegrønn;3300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506761;238506761;0;;;;;;;;;;;;;
Rekkehus;Eier (Selveier);3;156;160;;2003;C - gul;5650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238503380;238503380;0;;;;;;4;;;;;;;
Rekkehus;Andel;2;101;101;2;1953;F - gul;3390000;https://www.finn.no/realestate/homes/ad.html?finnkode=237726248;237726248;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;69;73;2;2013;C - rød;3490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506764;238506764;0;;;;;;;;;;;;;
Leilighet;Andel;2;68;79;3;1957;E - rød;3700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500484;238500484;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;59;62;5;2017;B - mørkegrønn;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506728;238506728;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;156;156;4;2018;;6490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506427;238506427;0;;;;;;4;;;;;;;
Leilighet;Eier (Selveier);2;88;90;1;2003;E - rød;6700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506397;238506397;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;103;110;;1999;;3800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506417;238506417;0;;;;4771;;3;;;;;;;
Tomannsbolig;Eier (Selveier);2;69;69;1;1964;F - gul;3000000;https://www.finn.no/realestate/homes/ad.html?finnkode=236987799;236987799;0;;;;;;;;;;;;;
Leilighet;Andel;1;62;65;1;1988;F - rød;1450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506319;238506319;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;72;76;3;2003;D - rød;4250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238410185;238410185;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;238;299;;1978;F - gul;9500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238505936;238505936;0;;;;;;10;;;;;;;
Leilighet;Eier (Selveier);2;78;78;1;1906;;2400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238505783;238505783;0;;;;;;3;;;;;;;
Leilighet;Andel;3;78;81;4;2021;C - mørkegrønn;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238505769;238505769;0;;;;;;;;;;;;;
Leilighet;Andel;1;46;46;1;1972;;1750000;https://www.finn.no/realestate/homes/ad.html?finnkode=237424420;237424420;0;;;;;;2;;;;;;;
Enebolig;Eier (Selveier);5;203;272;3;1980;F - oransje;4990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238505294;238505294;0;;;;;;;;;;;;;
Leilighet;Andel;2;55;55;1;1980;;4450000;https://www.finn.no/realestate/homes/ad.html?finnkode=236885444;236885444;0;;;;;;3;;;;;;;
Enebolig;Eier (Selveier);5;203;272;3;1980;F - oransje;4990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238505294;238505294;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;198;210;;1971;;3700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238505298;238505298;0;;;;2174;268;;;;;;;;
Rekkehus;Andel;2;95;129;3;1954;F - gul;3100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238471464;238471464;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;105;105;;1937;;4490000;https://www.finn.no/realestate/homes/ad.html?finnkode=233011995;233011995;0;;;;399;122;;;;;;;;
Enebolig;Eier (Selveier);4;158;174;;1855;G - rød;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238505257;238505257;0;;;;827;;;;;;;;;
Leilighet;Eier (Selveier);1;46;48;4;1974;F - rød;2850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238413661;238413661;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;116;119;;1953;G - oransje;1880000;https://www.finn.no/realestate/homes/ad.html?finnkode=238505106;238505106;0;;;;1202;;;;;;;;;
Enebolig;Eier (Selveier);3;60.0;119;;2021;;4027500.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=218982528&page=32&sort=PUBLISHED_DESC;218982528;1;;;;1202;;;;;;;;;
Leilighet;Eier (Selveier);2;76;85;1;1974;E - lysegrønn;3100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238396974;238396974;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;40;40;2;2015;B - mørkegrønn;2850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238288942;238288942;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);6;199;203;2;1958;;4750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238435869;238435869;0;;;;;;;;;1991;;;;
Enebolig;Eier (Selveier);4;144;176;;1955;G - gul;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504703;238504703;0;;;;1470;;;;;;;;;
Leilighet;Andel;2;77;82;2;2019;B - rød;1690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504722;238504722;0;;;;;;;;;;;;;
Leilighet;Andel;2;50;55;1;1957;G - rød;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=216036372;216036372;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);4;145;192;;2000;D - oransje;5690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238191277;238191277;0;;;;;;7;;;;;;;
Leilighet;Eier (Selveier);6;226;230;;1948;;13900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504519;238504519;0;;;;935;;9;;;;;;;
Tomannsbolig;Eier (Selveier);3;168;176;;1981;E - gul;4300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504417;238504417;0;;;;321;;;;;;;;;
Enebolig;Eier (Selveier);3;124;209;;1959;G - oransje;1400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504505;238504505;0;;;;1107;;;;;;;;;
Leilighet;Eier (Selveier);02.mai;96.5;;;2021;;5687500.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=159993861&page=32&sort=PUBLISHED_DESC;159993861;1;;;;;;;;;;96.5;;;
Leilighet;Andel;2;71;75;1;1999;;1250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504201;238504201;0;;;;;;;;Eiet;;;;;
Leilighet;Andel;2;69;69;1;1957;;850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504147;238504147;0;;;;;;3;;;;;;;
Leilighet;Eier (Selveier);3;92;110;1;1994;D - rød;2650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504184;238504184;0;;;;;;;;;;;;;
Leilighet;Andel;1;54;56;2;1980;F - mørkegrønn;1820000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504173;238504173;0;;;;;;;;;;;;;
Leilighet;Andel;2.0;64.5;;;2021;;3425000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235849983&page=32&sort=PUBLISHED_DESC;235849983;1;;;;;;;;;;64.5;;;
Hytte;Eier (Selveier);3;77;;;2021;;3840000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238503695&page=32&sort=PUBLISHED_DESC;238503695;1;;;;;;;;;;77;;;
Leilighet;Andel;1;52;55;1;1971;F - mørkegrønn;2000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504102;238504102;0;;;;;;;;;;;;;
Leilighet;Andel;1;65;68;4;1981;F - rød;1950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504153;238504153;0;;;;;;;;;;;;;
Leilighet;Andel;;35;35;2;1989;E - rød;1490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504037;238504037;0;;;;5735;;;;;;;;;
Leilighet;Andel;;;35;2;2021;;;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238302918&page=32&sort=PUBLISHED_DESC;238302918;1;;;;5735;;;;;;;;;
Leilighet;Andel;3;79;79;3;1973;;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238379257;238379257;0;;;;;;4;;;;;;;
Leilighet;Eier (Selveier);2;88;88;3.;2021;;5850000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238503560&page=32&sort=PUBLISHED_DESC;238503560;1;L403;;;;;3;1;;;;;;
Leilighet;Eier (Selveier);2;88.5;88;3.;2021;;3923000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=236936658&page=32&sort=PUBLISHED_DESC;236936658;1;L403;;;;;3;1;;;;;;
Leilighet;Eier (Selveier);1;53;53;3;1986;E - rød;3350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238467504;238467504;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;217;259;2;2007;D - oransje;11500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238492554;238492554;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;91;94;3;2018;;5150000;https://www.finn.no/realestate/homes/ad.html?finnkode=178797564;178797564;0;;;;;;;;Eiet;;;;;
Enebolig;Eier (Selveier);3;144;176;;1988;D - oransje;4170000;https://www.finn.no/realestate/homes/ad.html?finnkode=238502928;238502928;0;;;;398;;;;;;;;;
Leilighet;Andel;2;85;107;;2008;D - rød;2490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238503019;238503019;0;;;;;;;;Eiet;;;;;
Leilighet;Andel;1;40;40;3;2005;;3300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238181122;238181122;0;;;;;;2;;;;;;;
Enebolig;Eier (Selveier);4;161;161;;1960;F - gul;2290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238502836;238502836;0;;;;;;6;;;;;;;
Leilighet;Andel;1;43;43;4;1970;;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238487584;238487584;0;;;;;;2;;;;;;;
Leilighet;Eier (Selveier);2;77;82;1;1999;B - oransje;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238502848;238502848;0;;;;;;;;;;;;;
Leilighet;Andel;2;78;84;5;1991;;2250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238435814;238435814;0;;;;;;3;;;;;;;
Enebolig;Eier (Selveier);3;172;194;2;1989;;14900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238489045;238489045;0;;;;;;5;;;;;;;
Leilighet;Andel;02.mai;98.5;;;2021;;3712500.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238498568&page=32&sort=PUBLISHED_DESC;238498568;1;;;;;;;;;;98.5;;;
Leilighet;Andel;3;86;86;4;1970;G - rød;2590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238502469;238502469;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;111;122;2;1967;F - gul;1900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238440491;238440491;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;117;131;2;1994;D - gul;3750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238405919;238405919;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);6;253;292;;1971;F - oransje;5490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238406322;238406322;0;;;;;;9;;;;;;;
Enebolig;Eier (Selveier);3;114;150;3;1937;G - gul;4450000;https://www.finn.no/realestate/homes/ad.html?finnkode=235560674;235560674;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;62;62;1;2007;E - mørkegrønn;3690000;https://www.finn.no/realestate/homes/ad.html?finnkode=236543951;236543951;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);1;48;53;;2006;;2000000;https://www.finn.no/realestate/homes/ad.html?finnkode=236917317;236917317;0;;;;;53;;;Eiet;;;;;
Leilighet;Eier (Selveier);3;72;77;3;2019;C - mørkegrønn;6490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238502206;238502206;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;185;276;2;1975;E - gul;15000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501959;238501959;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;110;110;4;2012;;7750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501792;238501792;0;;;;5381;;;;;;;;;
Enebolig;Eier (Selveier);3;172;197;;1983;E - gul;4050000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501735;238501735;0;;;;767;;;;;;;;;
Gårdsbruk/Småbruk;Eier (Selveier);3;141;152;;1979;;9500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501727;238501727;0;;;;61873;;5;;;;;;;
Leilighet;Eier (Selveier);;39;39;3;2004;;2300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501729;238501729;0;;;;1790;;1;;;;;;;
Enebolig;Eier (Selveier);3;179;223;;1976;G - oransje;3190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238382105;238382105;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);2;124;129;2;1905;G - oransje;3390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501462;238501462;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;67;67;2;1988;E - rød;2590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238290021;238290021;0;;;;;;;;;;;;;
Leilighet;Andel;2;65;65;4;1955;F - lysegrønn;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501530;238501530;0;;;;;;;;;;;;;
Leilighet;Andel;1;26;26;1;1947;G - rød;2290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501542;238501542;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);5;160;178;;2018;;9650000;https://www.finn.no/realestate/homes/ad.html?finnkode=235675595;235675595;0;;;;1370;;6;;;;;;;
Leilighet;Andel;2;72;76;3;2004;D - rød;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501420;238501420;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;137;137;1;1893;;12990000;https://www.finn.no/realestate/homes/ad.html?finnkode=218487356;218487356;0;;;;;;5;;;;;;;
Leilighet;Andel;2;55;55;5;1963;E - lysegrønn;2800000;https://www.finn.no/realestate/homes/ad.html?finnkode=230675774;230675774;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;158;203;;1969;F - gul;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501028;238501028;0;;;;842;;;;;;;;;
Rekkehus;Andel;2;88;94;;1963;E - rød;2500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501050;238501050;0;;;;;;5;;;;;;;
Leilighet;Eier (Selveier);;27;27;3;2012;;1690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500853;238500853;0;;;;;30;;;Eiet;;;;;
Enebolig;Eier (Selveier);4;213;269;;1956;G - gul;6250000;https://www.finn.no/realestate/homes/ad.html?finnkode=224164222;224164222;0;;;;1324;;;;;;;;;
Leilighet;Andel;3;78;82;2;2020;C - mørkegrønn;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500603;238500603;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;51;545;1;;;3890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500521;238500521;0;;;;3770;;;;;;;;;
Enebolig;Eier (Selveier);5;201;228;;1965;E - gul;6490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500437;238500437;0;;;;1777;;;;;;;;;
Enebolig;Eier (Selveier);5;217;316;;1946;G - gul;2950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500366;238500366;0;;;;901;;;;;;;;;
Enebolig;Eier (Selveier);2;134;227;3;1956;;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238406603;238406603;0;;;;;;2;;;;;;;
Leilighet;Andel;2;51;51;1;2007;E - rød;2150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500268;238500268;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;67;89;1;2005;D - rød;3150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500173;238500173;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;84;129;;2018;B - oransje;6250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238499933;238499933;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);4;155;160;2;2007;C - rød;5900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500005;238500005;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;83;83;2;2018;C - mørkegrønn;4930000;https://www.finn.no/realestate/homes/ad.html?finnkode=235207011;235207011;0;;;;;;;;;;;;;
Leilighet;Andel;2;64;64;1;1955;G - oransje;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238499723;238499723;0;;;;;;;;;;;;;
Leilighet;Andel;2;147;64;1;2021;;7950000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235144060&page=33&sort=PUBLISHED_DESC;235144060;1;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;133;;;2021;;5325000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238499343&page=33&sort=PUBLISHED_DESC;238499343;1;;;;;;;;;;133;;;
Rekkehus;Eier (Selveier);3;103;105;;1986;F - oransje;6900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238499441;238499441;0;;;;1248;;;;;;;;;
Leilighet;Eier (Selveier);2;57;59;4;;;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238499330;238499330;0;;;;3500;;3;;;;;;;
Tomannsbolig;Eier (Selveier);3;87;125;;1959;G - oransje;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238499246;238499246;0;;;;461;;;;;;;;;
Leilighet;Eier (Selveier);3;154;154;1;1900;G - rød;13500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238363632;238363632;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;161;161;2;1990;E - oransje;6350000;https://www.finn.no/realestate/homes/ad.html?finnkode=237431949;237431949;0;;;;;;;;;;;;;
Leilighet;Andel;2;74;83;4;1957;F - rød;4400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238472295;238472295;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;112;117;;1945;G - oransje;890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238498828;238498828;0;;;;;;5;;;;;;;
Leilighet;Eier (Selveier);1;54;54;1.;2021;;2750000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238478644&page=33&sort=PUBLISHED_DESC;238478644;1;;;;;;;;;;;;;
Rekkehus;Andel;3;118;123;2;1957;G - rød;6250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238472146;238472146;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;218;342;2;1968;F - oransje;5990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238496973;238496973;0;;;;;;;;;;;;;
Leilighet;Andel;2;70;70;4;1959;F - mørkegrønn;3450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238498378;238498378;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);2;74;74;;2021;;5890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238498289;238498289;0;;;;700;;;;;;;;;
Leilighet;Andel;2;68;68;3;2008;E - rød;2690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238385397;238385397;0;;;;;;;;;;;;;
Rekkehus;Eier (Selveier);3;150;152;;2000;C - gul;10200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238386350;238386350;0;;;;;;6;;;;;;;
Gårdsbruk/Småbruk;Eier (Selveier);5;138;175;2;1899;G - rød;2900000;https://www.finn.no/realestate/homes/ad.html?finnkode=236197641;236197641;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;160;168;;2021;;4890000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238494068&page=33&sort=PUBLISHED_DESC;238494068;1;;Meget gode solforhold;;;;;;;;;;;
Enebolig;Eier (Selveier);5;151;159;2;2011;C - rød;7750000;https://www.finn.no/realestate/homes/ad.html?finnkode=234137112;234137112;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;51;51;1;2014;C - mørkegrønn;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238484235;238484235;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;28;28;1;1890;;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238522416;238522416;0;;;;117;;;;;;;;;
Leilighet;Eier (Selveier);1;51;51;1;2014;C - mørkegrønn;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238484235;238484235;0;;;;;;;;;;;;;
Leilighet;Andel;2;71;75;2;2005;;1850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238262424;238262424;0;;;;;;3;;;;;;;
Leilighet;Eier (Selveier);6;199;224;3;1910;G - rød;1600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238496540;238496540;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;71;106;;1936;G - oransje;750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238275586;238275586;0;;;;;;;;;2017;;;;
Gårdsbruk/Småbruk;Eier (Selveier);4;105;105;2;1850;G - oransje;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238404306;238404306;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;137;196;;1980;;2490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238496890;238496890;0;;;;1462;;7;;;;;;;
Gårdsbruk/Småbruk;Eier (Selveier);;;;;;;650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238496895;238496895;0;;;;;;;;Eiet;;;;1;
Leilighet;Eier (Selveier);1;31;31;2;1900;G - rød;2290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238496872;238496872;0;;;;;;;;;;;;;
Leilighet;Andel;2;71;74;1;1998;E - rød;1890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238196718;238196718;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;82;87;3;1988;F - oransje;3600000;https://www.finn.no/realestate/homes/ad.html?finnkode=230631128;230631128;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;192;271;;1977;G - oransje;12400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238264422;238264422;0;;;;;;6;;;;;;;
Leilighet;Eier (Selveier);2;62;62;;1995;D - oransje;1680000;https://www.finn.no/realestate/homes/ad.html?finnkode=221446527;221446527;0;;;;;;;;Eiet;;;;;
Tomannsbolig;Eier (Selveier);3;114;119;;1989;D - gul;4590000;https://www.finn.no/realestate/homes/ad.html?finnkode=230534788;230534788;0;;;;;;5;;;;;;;
Enebolig;Eier (Selveier);3;119;154;;1966;;2490000;https://www.finn.no/realestate/homes/ad.html?finnkode=220859444;220859444;0;;;;686;170;;;;;;;;
Enebolig;Eier (Selveier);2;105;114;;1992;F - oransje;1550000;https://www.finn.no/realestate/homes/ad.html?finnkode=238496229;238496229;0;;;;5295;;;;;;;;;
Leilighet;Eier (Selveier);2;64;71;1;2003;E - mørkegrønn;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238291446;238291446;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;128;152;;;G - oransje;4250000;https://www.finn.no/realestate/homes/ad.html?finnkode=235380365;235380365;0;;;;1018;164;;;;;;;;
Leilighet;Eier (Selveier);3;92;96;2;2003;C - rød;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238444757;238444757;0;;;;;;;;;;;;;
