Pris,Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,URL,ID,Dager siden annonse,Nybygg,Fylke,Omkostninger,Totalpris,Kommunale avg.,Formuesverdi,Tomteareal,Aircondition,Alarm,Balkong/Terrasse,Takterasse,Barnevennlig,Bredbåndstilknytning,Fellesvaskeri,Garasje/P-plass,Heis,Ingen gjenboerer,Kabel-TV,Lademulighet,Livsløpsstandard,Moderne,Offentlig vann/kloakk,Parkett,Peis/Ildsted,Rolig,Sentralt,Utsikt,Vaktmester-/vektertjeneste,Bademulighet,Fiskemulighet,Turterreng
3850000,Leilighet,Eier (Selveier),2,75,78,2,2007,,https://www.finn.no/realestate/homes/ad.html?finnkode=245956283,245956283,"2 days, 0:00:00",0,Nordland,97592,3947592,10457,867935,2519,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1
1550000,Leilighet,Andel,2,76,76,1,2006,,https://www.finn.no/realestate/homes/ad.html?finnkode=245642812,245642812,"5 days, 0:00:00",0,Nordland,1132,2813014,,647314,5234,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
6500000,Enebolig,Eier (Selveier),4,232,285,2,1951,,https://www.finn.no/realestate/homes/ad.html?finnkode=245641913,245641913,"1 day, 0:00:00",0,Nordland,163842,6663842,27106,829861,778,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
2400000,Enebolig,Eier (Selveier),4,162,215,,1943,G - gul,https://www.finn.no/realestate/homes/ad.html?finnkode=245638444,245638444,0:00:00,0,Nordland,75670,2475670,2983,119648,5190,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
4600000,Enebolig,Eier (Selveier),4,162,186,,1971,,https://www.finn.no/realestate/homes/ad.html?finnkode=238325742,238325742,"2 days, 0:00:00",0,Nordland,,,9609,581540,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500000,Enebolig,Eier (Selveier),5,134,197,2,1971,,https://www.finn.no/realestate/homes/ad.html?finnkode=245552284,245552284,"5 days, 0:00:00",0,Nordland,63842,2563842,,,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690000,,,,68,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232896992&location=0.20018&page=2&sort=PUBLISHED_DESC,232896992,0,1,Nordland,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380000,Leilighet,Eier (Selveier),2,85,90,2,2019,B - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=245621532,245621532,0:00:00,0,Nordland,95642,3475642,3516,804783,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740000,Leilighet,Andel,2,65,68,2,2004,D - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245619088,245619088,"2 days, 0:00:00",0,Nordland,960,3293063,,764054,3283,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
1830000,Leilighet,Andel,0,30,34,1,2006,D - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245604681,245604681,0:00:00,0,Nordland,960,2656408,,444978,5229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3250000,Enebolig,Eier (Selveier),3,143,180,,1973,E - gul,https://www.finn.no/realestate/homes/ad.html?finnkode=245268592,245268592,"5 days, 0:00:00",0,Nordland,82420,3332420,16307,885317,857,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2200000,Tomannsbolig,Eier (Selveier),3,92,140,,1971,E - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=245596234,245596234,"5 days, 0:00:00",0,Nordland,56342,2256342,16990,491308,487,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
4350000,Enebolig,Eier (Selveier),4,162,204,,1919,E - gul,https://www.finn.no/realestate/homes/ad.html?finnkode=216005439,216005439,"2 days, 0:00:00",0,Nordland,121614,4471614,29621,905010,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290000,Leilighet,Andel,1,56,59,3,2004,D - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245597030,245597030,"2 days, 0:00:00",0,Nordland,8010,2884432,,722468,4974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090000,Leilighet,Eier (Selveier),2,89,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=216405143&location=0.20018&page=2&sort=PUBLISHED_DESC,216405143,"5 days, 0:00:00",1,Nordland,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040000.0,Leilighet,Eier (Selveier),2,76,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=172004415&location=0.20018&page=2&sort=PUBLISHED_DESC,172004415,"5 days, 0:00:00",1,Nordland,22592,40125924112592,,,,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1673000,Tomannsbolig,Andel,3,100,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=122290334&location=0.20018&page=2&sort=PUBLISHED_DESC,122290334,"35 days, 0:00:00",1,Nordland,25100,4200100,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6600000.0,Leilighet,Eier (Selveier),3,110.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=242526872&location=0.20018&page=2&sort=PUBLISHED_DESC,242526872,"5 days, 0:00:00",1,Nordland,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850000,Enebolig,Eier (Selveier),2,82,123,2,1955,G - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245532581,245532581,"6 days, 0:00:00",0,Nordland,22420,872420,3775,348036,533,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1
2300000,Tomannsbolig,Eier (Selveier),2,88,93,,1970,E - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=245328371,245328371,"6 days, 0:00:00",0,Nordland,58670,2358670,15630,,300,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3590000,Leilighet,Eier (Selveier),2,68,70,1,1999,E - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245554831,245554831,"3 days, 0:00:00",0,Nordland,98742,3688742,14592,696047,862,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1300000,Leilighet,Andel,1,50,55,,2006,C - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245553663,245553663,0:00:00,0,Nordland,7332,2158877,,,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3390000,Leilighet,Andel,2,65,71,5,2004,,https://www.finn.no/realestate/homes/ad.html?finnkode=245539086,245539086,0:00:00,0,Nordland,8010,3613467,,788543,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550000,Tomannsbolig,Eier (Selveier),2,57,57,,1942,G - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=244691972,244691972,"6 days, 0:00:00",0,Nordland,64920,2614920,,645033,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6650000,Enebolig,Eier (Selveier),3,127,155,3,2015,C - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=244805289,244805289,"6 days, 0:00:00",0,Nordland,167592,6817592,8369,1699112,174,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2890000,Leilighet,Eier (Selveier),1,57,61,2,1994,E - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245499617,245499617,"1 day, 0:00:00",0,Nordland,81270,2971270,,622784,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590000,Leilighet,Andel,1,64,64,2,1956,G - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=245487342,245487342,0:00:00,0,Nordland,8010,2759572,,630251,10153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950000.0,Leilighet,Eier (Selveier),3,82,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=229434450&location=0.20018&page=2&sort=PUBLISHED_DESC,229434450,"5 days, 0:00:00",1,Nordland,22162,29221623022162,,,,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
3017500.0,Leilighet,Andel,2.5,97.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=156763374&location=0.20018&page=2&sort=PUBLISHED_DESC,156763374,"2 days, 0:00:00",1,Nordland,20000,58250006275000,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300000,Rekkehus,Eier (Selveier),3,88,94,2,1977,,https://www.finn.no/realestate/homes/ad.html?finnkode=244780142,244780142,"7 days, 0:00:00",0,Nordland,58670,2358670,,0,,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
