Boligtype;Eieform bolig;Soverom;Primærrom;Bruksareal;Etasje;Byggeår;Energimerking;Pris;URL;ID
Enebolig;Eier (Selveier);3;156;188;;1966;G - gul;2650000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=224443150&page=18&sort=PUBLISHED_DESC;224443150
Enebolig;Eier (Selveier);4;197;228;3;1988;;3600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238595259;238595259
Leilighet;Andel;1;57;57;5;1990;D - rød;3150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238610581;238610581
Leilighet;Andel;3;104;111;4;1978;F - rød;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238497061;238497061
Leilighet;Andel;2;61;61;2;2009;D - rød;2190000;https://www.finn.no/realestate/homes/ad.html?finnkode=236625394;236625394
Enebolig;Eier (Selveier);4;184;192;2;1971;E - gul;9000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238518476;238518476
Leilighet;Eier (Selveier);3;101;104;2;2017;A - oransje;3800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238371293;238371293
Enebolig;Eier (Selveier);3;88;88;1;1968;G - gul;2950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238482952;238482952
Tomannsbolig;Eier (Selveier);2;72;75;2;1951;G - oransje;2500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238327514;238327514
Leilighet;Eier (Selveier);1;53;53;2;1990;;4300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238604977;238604977
Leilighet;Andel;2;67;70;-2;1967;G - mørkegrønn;3000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238573989;238573989
Leilighet;Eier (Selveier);2;63;66;2;2010;B - mørkegrønn;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238603540;238603540
Enebolig;Eier (Selveier);3;154;168;;1977;;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504712;238504712
Leilighet;Andel;1;76;77;5;1974;D - rød;4300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238513155;238513155
Rekkehus;Eier (Selveier);3;122;166;;1982;E - gul;2650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238599843;238599843
Enebolig;Eier (Selveier);5;287;322;;1969;F - gul;7900000;https://www.finn.no/realestate/homes/ad.html?finnkode=228757655;228757655
Enebolig;Eier (Selveier);8;262;328;2;1981;G - gul;8400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504741;238504741
Leilighet;Eier (Selveier);3;95;101;3;1983;F - rød;7000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238597774;238597774
Leilighet;Eier (Selveier);3;99;99;4;1981;E - rød;7390000;https://www.finn.no/realestate/homes/ad.html?finnkode=227914282;227914282
Garasje/Parkering;Eier (Selveier);0;20;42;;1990;;10000;https://www.finn.no/realestate/homes/ad.html?finnkode=238589613;238589613
Leilighet;Eier (Selveier);2;72;76;;2003;C - oransje;2290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238593913;238593913
Leilighet;Eier (Selveier);2;99;100;2;1976;;5750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238544047;238544047
Leilighet;Eier (Selveier);3;111;111;3;1892;F - oransje;10500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238591671;238591671
Leilighet;Eier (Selveier);1;40;40;3;2021;B - mørkegrønn;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238591512;238591512
Rekkehus;Eier (Selveier);2;96;102;;1977;F - rød;7990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238590159;238590159
Enebolig;Eier (Selveier);3;205;258;;1981;F - gul;10500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238588612;238588612
Rekkehus;Andel;3;160;162;;1963;G - rød;5250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238588430;238588430
Leilighet;Andel;3;78;78;2;1957;D - rød;6800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238588377;238588377
Enebolig;Eier (Selveier);4;164;197;;1971;;4690000;https://www.finn.no/realestate/homes/ad.html?finnkode=236221705;236221705
Leilighet;Andel;;32;32;4;1967;D - mørkegrønn;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238588237;238588237
Enebolig;Eier (Selveier);3;159;162;2;2003;D - oransje;7290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238537608;238537608
Leilighet;Andel;2;83;91;3;1979;D - rød;3300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238412812;238412812
Enebolig;Eier (Selveier);1;45;61;1;1876;G - oransje;1590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238585904;238585904
Enebolig;Eier (Selveier);1;45;61;1;1876;G - oransje;;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=225209692&page=19&sort=PUBLISHED_DESC;225209692
Leilighet;Eier (Selveier);2;57;57;;1896;G - rød;5950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238585001;238585001
Leilighet;Eier (Selveier);2;76;79;4;1989;E - rød;3350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238495241;238495241
Leilighet;Andel;1;54;57;2;2008;E - mørkegrønn;2500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506069;238506069
Enebolig;Eier (Selveier);3;154;191;;1979;E - gul;2150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238583017;238583017
Leilighet;Andel;2;52;52;2;1888;F - rød;5000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238409226;238409226
Leilighet;Eier (Selveier);3;140;140;2;1976;D - rød;9700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508034;238508034
Enebolig;Eier (Selveier);2;135;175;;1975;E - gul;2890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238582346;238582346
Leilighet;Eier (Selveier);2;138;138;;2004;C - rød;5900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238580358;238580358
Leilighet;Aksje;1;36;36;1;1940;F - rød;3800000;https://www.finn.no/realestate/homes/ad.html?finnkode=227368720;227368720
Leilighet;Eier (Selveier);1;37;37;3;2014;D - mørkegrønn;3850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238524152;238524152
Enebolig;Eier (Selveier);5;220;222;2;2020;B - oransje;10400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238519993;238519993
Leilighet;Andel;1;69;71;-3;1981;D - rød;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238483335;238483335
Enebolig;Eier (Selveier);3;134;144;;2020;C - oransje;6990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238487813;238487813
Leilighet;Andel;2;72;83;3;1969;;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238398007;238398007
Enebolig;Eier (Selveier);5;271;294;;2006;G - oransje;9500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238560306;238560306
Enebolig;Eier (Selveier);5;191;242;;1930;G - oransje;8000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238494008;238494008
Tomannsbolig;Eier (Selveier);4;149;150;;2020;B - rød;5700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508563;238508563
Enebolig;Eier (Selveier);2;122;164;2;2006;C - rød;13400000;https://www.finn.no/realestate/homes/ad.html?finnkode=235987418;235987418
Enebolig;Eier (Selveier);4;219;231;;1987;E - oransje;5250000;https://www.finn.no/realestate/homes/ad.html?finnkode=237583168;237583168
Leilighet;Eier (Selveier);2;77;89;2;2013;C - rød;2650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238573857;238573857
Leilighet;Eier (Selveier);3;74;74;2;1898;;5250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238573556;238573556
Enebolig;Eier (Selveier);4;168;233;;1956;;4300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238573084;238573084
Enebolig;Eier (Selveier);3;133;145;;2014;B - oransje;4500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238573045;238573045
Enebolig;Eier (Selveier);4;225;268;;1985;F - oransje;5700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238573043;238573043
Enebolig;Eier (Selveier);4;141;217;;1962;;4990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238572975;238572975
Leilighet;Eier (Selveier);1;50;50;2;1985;E - rød;2890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238411449;238411449
Rekkehus;Eier (Selveier);2;127;136;;1981;E - gul;4990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238572565;238572565
Leilighet;Eier (Selveier);2;74;74;3;1966;G - mørkegrønn;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238496422;238496422
Leilighet;Eier (Selveier);1;53;53;3;2003;D - rød;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238310213;238310213
Enebolig;Eier (Selveier);4;217;241;;1963;G - oransje;7950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238571831;238571831
Leilighet;Eier (Selveier);1;48;48;4;1975;F - rød;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238529863;238529863
Leilighet;Eier (Selveier);1;52;52;3;2008;C - rød;4150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238571404;238571404
Leilighet;Andel;1;44;44;1;2005;G - rød;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238505962;238505962
Leilighet;Eier (Selveier);1;58;58;3;1991;E - mørkegrønn;4560000;https://www.finn.no/realestate/homes/ad.html?finnkode=232495483;232495483
Tomannsbolig;Eier (Selveier);3;122;122;;1922;G - oransje;8400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238571046;238571046
Leilighet;Andel;;19;19;7;2004;;1290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238570236;238570236
Enebolig;Eier (Selveier);4;200;211;;1964;;14500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238185115;238185115
Leilighet;Eier (Selveier);2;90;104;3;1951;;7990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238570285;238570285
Enebolig;Eier (Selveier);1;67;67;;1907;G - gul;1890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238569012;238569012
Leilighet;Aksje;2;61;70;9;1958;F - rød;2690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238525745;238525745
Leilighet;Eier (Selveier);1;42;42;3;1912;G - rød;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506185;238506185
Leilighet;Andel;2;70;84;4;1966;G - mørkegrønn;3150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238568541;238568541
Leilighet;Eier (Selveier);4;106;109;2;1978;G - rød;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238326122;238326122
Leilighet;Andel;1;60;60;4;1998;;912349;https://www.finn.no/realestate/homes/ad.html?finnkode=238567554;238567554
Leilighet;Eier (Selveier);2;62;62;2;1936;E - oransje;4500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238567371;238567371
Leilighet;Eier (Selveier);3;91;106;5;2014;C - mørkegrønn;5090000;https://www.finn.no/realestate/homes/ad.html?finnkode=235993333;235993333
Enebolig;Eier (Selveier);4;;168;;1950;G - rød;2700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238566537;238566537
Leilighet;Eier (Selveier);3;85;89;3;2020;C - mørkegrønn;9650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238409060;238409060
Leilighet;Eier (Selveier);3;97;101;2;1996;C - gul;2550000;https://www.finn.no/realestate/homes/ad.html?finnkode=238565525;238565525
Enebolig;Eier (Selveier);5;275;399;2;1978;F - gul;12200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238404310;238404310
Leilighet;Eier (Selveier);2;78;78;3;1960;G - rød;3800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238178699;238178699
Leilighet;Andel;;24;;5;1890;;2400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238552396;238552396
Leilighet;Eier (Selveier);3;707;741;4;2021;;4990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238564435;238564435
Leilighet;Andel;2;75;81;2;1949;D - rød;5800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238563963;238563963
Rekkehus;Eier (Selveier);3;112;121;;1962;F - gul;4100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508464;238508464
Leilighet;Eier (Selveier);2;90;92;2;2018;C - lysegrønn;10900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238563439;238563439
Leilighet;Andel;2;65;75;3;1961;G - mørkegrønn;3390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238481264;238481264
Rekkehus;Eier (Selveier);2;86;86;;2020;B - oransje;4450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238563198;238563198
Leilighet;Eier (Selveier);2;66;66;1;1953;;4900000;https://www.finn.no/realestate/homes/ad.html?finnkode=237499992;237499992
Rekkehus;Eier (Selveier);3;117;121;;2013;C - oransje;11450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238562522;238562522
Leilighet;Eier (Selveier);3;107;107;;1982;E - oransje;8000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238562368;238562368
Leilighet;Eier (Selveier);2;83;83;4;2012;D - mørkegrønn;5950000;https://www.finn.no/realestate/homes/ad.html?finnkode=227391645;227391645
Leilighet;Andel;2;66;66;2;1955;E - gul;2200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238561287;238561287
Enebolig;Andel;3;120;122;;1979;F - gul;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238542854;238542854
Enebolig;Andel;3;120;122;;1979;F - gul;6390000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238559466&page=20&sort=PUBLISHED_DESC;238559466
Leilighet;Aksje;2;64;64;2;1934;F - mørkegrønn;5850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238467513;238467513
Leilighet;Andel;1;61;61;1;1981;E - rød;3700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238558868;238558868
Leilighet;Eier (Selveier);1;49;49;;2018;C - mørkegrønn;2340000;https://www.finn.no/realestate/homes/ad.html?finnkode=238558872;238558872
Enebolig;Eier (Selveier);3;100;109;;2017;C - oransje;4690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238558845;238558845
Leilighet;Eier (Selveier);2;71;77;3;2017;B - rød;3650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238558015;238558015
Leilighet;Eier (Selveier);2;71;77;3;2017;B - rød;4725000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232981265&page=20&sort=PUBLISHED_DESC;232981265
Leilighet;Andel;1;65;84;3;1974;E - lysegrønn;2250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238521980;238521980
Leilighet;Eier (Selveier);3;122;125;2;1995;E - oransje;5300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504474;238504474
Leilighet;Eier (Selveier);2;112;112;2;1936;G - oransje;4350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238481599;238481599
Rekkehus;Andel;2;78;78;2;1984;F - oransje;3390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238537537;238537537
Leilighet;Eier (Selveier);1;44;47;4;1989;E - rød;2900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238316547;238316547
Leilighet;Eier (Selveier);1;53;54;1;1923;G - oransje;3600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238494263;238494263
Enebolig;Eier (Selveier);3;170;219;;1979;G - rød;4950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238470523;238470523
Enebolig;Eier (Selveier);5;258;297;2;1968;F - gul;12600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238480960;238480960
Leilighet;Eier (Selveier);1;53;57;3;2008;D - rød;1790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238508960;238508960
Enebolig;Eier (Selveier);6;286;305;3;1934;G - gul;18200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238271864;238271864
Leilighet;Eier (Selveier);2;86;99;1;1959;;3100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238492618;238492618
Leilighet;Andel;2;64;64;4;1960;G - oransje;2800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238510967;238510967
Leilighet;Eier (Selveier);2;74;78;2;2014;C - mørkegrønn;5250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238505316;238505316
Leilighet;Andel;2;67;67;1;1954;F - oransje;2650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238504405;238504405
Leilighet;Eier (Selveier);1;64;64;1;1999;E - rød;7500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238378795;238378795
Leilighet;Eier (Selveier);2;65;71;1;2020;B - rød;3490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238472413;238472413
Leilighet;Eier (Selveier);3;88;114;2;1932;F - gul;3400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238510500;238510500
Leilighet;Andel;3;94;97;2;2000;D - mørkegrønn;6900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238503628;238503628
Tomannsbolig;Eier (Selveier);3;110;110;;1980;E - oransje;4400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238490739;238490739
Rekkehus;Eier (Selveier);3;106;133;;1958;G - oransje;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238495459;238495459
Leilighet;Eier (Selveier);1;37;37;1;2017;;2080000;https://www.finn.no/realestate/homes/ad.html?finnkode=238487810;238487810
Rekkehus;Eier (Selveier);3;118;122;2;2020;B - rød;6800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238474680;238474680
Enebolig;Eier (Selveier);4;354;483;;1981;F - gul;15500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238511466;238511466
Leilighet;Eier (Selveier);1;45;49;;2018;C - mørkegrønn;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238555942;238555942
Enebolig;Eier (Selveier);2;127;158;1;1960;G - oransje;3290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238542262;238542262
Leilighet;Andel;2;76;85;13;1972;F - rød;3490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238300744;238300744
Rekkehus;Eier (Selveier);4;118;121;;1979;F - oransje;4200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238555995;238555995
Leilighet;Eier (Selveier);1;53;53;1;2000;F - oransje;3650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238403646;238403646
Enebolig;Eier (Selveier);5;163;163;;1988;D - gul;8250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238368030;238368030
Leilighet;Andel;2;95;111;2;1988;E - mørkegrønn;4300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500737;238500737
Leilighet;Eier (Selveier);3;114;119;2;2020;B - mørkegrønn;8590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238511102;238511102
Tomannsbolig;Eier (Selveier);4;188;204;3;1983;F - oransje;12500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238514377;238514377
Leilighet;Eier (Selveier);3;121;122;2;2002;D - rød;6390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238509585;238509585
Enebolig;Eier (Selveier);4;198;206;;1889;F - rød;8490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238518386;238518386
Enebolig;Eier (Selveier);2;237;384;;1975;F - oransje;3650000;https://www.finn.no/realestate/homes/ad.html?finnkode=234347753;234347753
Leilighet;Eier (Selveier);2;92;92;2;2005;D - oransje;5500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238509721;238509721
Leilighet;Eier (Selveier);3;116;116;3;1982;D - rød;7500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238551326;238551326
Leilighet;Andel;3;90;90;3;1975;E - rød;4700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238409777;238409777
Tomannsbolig;Eier (Selveier);4;121;128;3;1999;D - oransje;4200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238409013;238409013
Enebolig;Eier (Selveier);5;272;281;3;1914;G - rød;10000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238548479;238548479
Tomannsbolig;Andel;3;86;129;;1954;G - oransje;1650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238181899;238181899
Leilighet;Andel;3;78;78;7;1964;F - mørkegrønn;3745000;https://www.finn.no/realestate/homes/ad.html?finnkode=238283417;238283417
Leilighet;Aksje;2;77;77;4;1927;G - oransje;7675000;https://www.finn.no/realestate/homes/ad.html?finnkode=238081044;238081044
